Rk,Date,Tm,Unnamed: 3_level_1,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
13831,2013-12-31,CHI,,TOR,L 79-85,240,30,82,.366,28,73,.384,2,9,.222,17,21,.810,79
13832,2013-12-31,TOR,@,CHI,W 85-79,240,29,69,.420,25,55,.455,4,14,.286,23,31,.742,85
13833,2013-12-31,HOU,,SAC,L 106-110,240,39,81,.481,32,53,.604,7,28,.250,21,33,.636,106
13834,2013-12-31,SAC,@,HOU,W 110-106,240,42,85,.494,35,63,.556,7,22,.318,19,23,.826,110
13835,2013-12-31,CLE,@,IND,L 76-91,240,29,80,.363,28,68,.412,1,12,.083,17,23,.739,76
13836,2013-12-31,IND,,CLE,W 91-76,240,34,77,.442,29,52,.558,5,25,.200,18,22,.818,91
13837,2013-12-31,LAL,,MIL,L 79-94,240,29,81,.358,22,57,.386,7,24,.292,14,18,.778,79
13838,2013-12-31,MIL,@,LAL,W 94-79,240,40,91,.440,34,68,.500,6,23,.261,8,14,.571,94
13839,2013-12-31,OKC,,POR,L 94-98,240,36,82,.439,33,68,.485,3,14,.214,19,26,.731,94
13840,2013-12-31,POR,@,OKC,W 98-94,240,36,91,.396,28,58,.483,8,33,.242,18,21,.857,98
13841,2013-12-31,GSW,@,ORL,W 94-81,240,41,85,.482,35,58,.603,6,27,.222,6,10,.600,94
13842,2013-12-31,ORL,,GSW,L 81-94,240,34,89,.382,29,70,.414,5,19,.263,8,13,.615,81
13843,2013-12-31,BRK,@,SAS,L 92-113,240,37,84,.440,32,69,.464,5,15,.333,13,15,.867,92
13844,2013-12-31,SAS,,BRK,W 113-92,240,40,78,.513,31,58,.534,9,20,.450,24,28,.857,113
13845,2013-12-30,DEN,,MIA,L 94-97,240,38,81,.469,30,61,.492,8,20,.400,10,11,.909,94
13846,2013-12-30,MIA,@,DEN,W 97-94,240,34,67,.507,23,44,.523,11,23,.478,18,28,.643,97
13847,2013-12-30,DET,,WAS,L 99-106,240,36,82,.439,30,62,.484,6,20,.300,21,35,.600,99
13848,2013-12-30,WAS,@,DET,W 106-99,240,39,78,.500,32,59,.542,7,19,.368,21,27,.778,106
13849,2013-12-30,LAC,,PHO,L 88-107,240,31,85,.365,24,65,.369,7,20,.350,19,26,.731,88
13850,2013-12-30,PHO,@,LAC,W 107-88,240,41,85,.482,29,54,.537,12,31,.387,13,22,.591,107
13851,2013-12-30,CHI,@,MEM,W 95-91,240,28,65,.431,22,50,.440,6,15,.400,33,42,.786,95
13852,2013-12-30,MEM,,CHI,L 91-95,240,35,78,.449,35,73,.479,0,5,.000,21,28,.750,91
13853,2013-12-30,DAL,@,MIN,W 100-98,240,41,86,.477,35,62,.565,6,24,.250,12,14,.857,100
13854,2013-12-30,MIN,,DAL,L 98-100,240,36,79,.456,30,56,.536,6,23,.261,20,23,.870,98
13855,2013-12-30,NOP,,POR,W 110-108,240,48,89,.539,46,78,.590,2,11,.182,12,15,.800,110
13856,2013-12-30,POR,@,NOP,L 108-110,240,39,88,.443,27,56,.482,12,32,.375,18,24,.750,108
13857,2013-12-30,CHA,@,UTA,L 80-83,240,31,84,.369,24,70,.343,7,14,.500,11,15,.733,80
13858,2013-12-30,UTA,,CHA,W 83-80,240,34,80,.425,26,59,.441,8,21,.381,7,9,.778,83
13859,2013-12-29,CLE,,GSW,L 104-108 (OT),265,38,92,.413,28,76,.368,10,16,.625,18,21,.857,104
13860,2013-12-29,GSW,@,CLE,W 108-104 (OT),265,42,95,.442,32,62,.516,10,33,.303,14,19,.737,108
13861,2013-12-29,LAL,,PHI,L 104-111,240,31,84,.369,19,47,.404,12,37,.324,30,34,.882,104
13862,2013-12-29,PHI,@,LAL,W 111-104,240,39,95,.411,33,71,.465,6,24,.250,27,33,.818,111
13863,2013-12-29,HOU,@,OKC,L 86-117,240,31,85,.365,24,57,.421,7,28,.250,17,31,.548,86
13864,2013-12-29,OKC,,HOU,W 117-86,240,47,82,.573,37,60,.617,10,22,.455,13,16,.813,117
13865,2013-12-29,ATL,@,ORL,L 102-109,240,36,81,.444,21,42,.500,15,39,.385,15,21,.714,102
13866,2013-12-29,ORL,,ATL,W 109-102,240,41,74,.554,33,53,.623,8,21,.381,19,24,.792,109
13867,2013-12-29,SAC,@,SAS,L 104-112,240,41,91,.451,34,77,.442,7,14,.500,15,20,.750,104
13868,2013-12-29,SAS,,SAC,W 112-104,240,44,94,.468,36,70,.514,8,24,.333,16,19,.842,112
13869,2013-12-28,ATL,,CHA,W 118-116 (OT),265,37,91,.407,21,52,.404,16,39,.410,28,34,.824,118
13870,2013-12-28,CHA,@,ATL,L 116-118 (OT),265,45,104,.433,35,78,.449,10,26,.385,16,22,.727,116
13871,2013-12-28,BOS,,CLE,W 103-100,240,38,83,.458,29,58,.500,9,25,.360,18,25,.720,103
13872,2013-12-28,CLE,@,BOS,L 100-103,240,37,79,.468,28,61,.459,9,18,.500,17,24,.708,100
13873,2013-12-28,CHI,,DAL,L 83-105,240,32,74,.432,29,57,.509,3,17,.176,16,19,.842,83
13874,2013-12-28,DAL,@,CHI,W 105-83,240,41,78,.526,28,52,.538,13,26,.500,10,11,.909,105
13875,2013-12-28,HOU,,NOP,W 107-98,240,38,77,.494,32,51,.627,6,26,.231,25,32,.781,107
13876,2013-12-28,NOP,@,HOU,L 98-107,240,41,93,.441,31,71,.437,10,22,.455,6,8,.750,98
13877,2013-12-28,BRK,@,IND,L 91-105,240,36,77,.468,28,56,.500,8,21,.381,11,16,.688,91
13878,2013-12-28,IND,,BRK,W 105-91,240,38,71,.535,30,52,.577,8,19,.421,21,25,.840,105
13879,2013-12-28,LAC,,UTA,W 98-90,240,35,77,.455,32,63,.508,3,14,.214,25,32,.781,98
13880,2013-12-28,UTA,@,LAC,L 90-98,240,32,76,.421,25,57,.439,7,19,.368,19,21,.905,90
13881,2013-12-28,DEN,@,MEM,L 99-120,240,33,70,.471,23,48,.479,10,22,.455,23,28,.821,99
13882,2013-12-28,MEM,,DEN,W 120-99,240,47,91,.516,39,72,.542,8,19,.421,18,25,.720,120
13883,2013-12-28,MIL,,MIN,L 95-117,240,40,89,.449,35,67,.522,5,22,.227,10,17,.588,95
13884,2013-12-28,MIN,@,MIL,W 117-95,240,43,90,.478,32,66,.485,11,24,.458,20,29,.690,117
13885,2013-12-28,PHI,@,PHO,L 101-115,240,37,95,.389,26,66,.394,11,29,.379,16,22,.727,101
13886,2013-12-28,PHO,,PHI,W 115-101,240,44,95,.463,35,62,.565,9,33,.273,18,23,.783,115
13887,2013-12-28,MIA,@,POR,W 108-107,240,45,88,.511,37,74,.500,8,14,.571,10,11,.909,108
13888,2013-12-28,POR,,MIA,L 107-108,240,39,77,.506,28,51,.549,11,26,.423,18,21,.857,107
13889,2013-12-28,NYK,@,TOR,L 100-115,240,39,80,.488,32,59,.542,7,21,.333,15,20,.750,100
13890,2013-12-28,TOR,,NYK,W 115-100,240,36,80,.450,21,48,.438,15,32,.469,28,34,.824,115
13891,2013-12-28,DET,@,WAS,L 82-106,240,31,77,.403,24,56,.429,7,21,.333,13,17,.765,82
13892,2013-12-28,WAS,,DET,W 106-82,240,43,86,.500,34,67,.507,9,19,.474,11,17,.647,106
13893,2013-12-27,BRK,,MIL,W 104-93,240,34,79,.430,22,53,.415,12,26,.462,24,32,.750,104
13894,2013-12-27,MIL,@,BRK,L 93-104,240,33,88,.375,24,56,.429,9,32,.281,18,25,.720,93
13895,2013-12-27,CHA,,OKC,L 85-89,240,30,80,.375,21,57,.368,9,23,.391,16,20,.800,85
13896,2013-12-27,OKC,@,CHA,W 89-85,240,33,80,.413,25,55,.455,8,25,.320,15,24,.625,89
13897,2013-12-27,GSW,,PHO,W 115-86,240,45,85,.529,37,65,.569,8,20,.400,17,24,.708,115
13898,2013-12-27,PHO,@,GSW,L 86-115,240,32,89,.360,28,66,.424,4,23,.174,18,23,.783,86
13899,2013-12-27,MIN,,WAS,W 120-98,240,42,85,.494,37,70,.529,5,15,.333,31,38,.816,120
13900,2013-12-27,WAS,@,MIN,L 98-120,240,38,83,.458,30,62,.484,8,21,.381,14,17,.824,98
13901,2013-12-27,DEN,@,NOP,L 89-105,240,33,82,.402,27,59,.458,6,23,.261,17,24,.708,89
13902,2013-12-27,NOP,,DEN,W 105-89,240,42,89,.472,31,65,.477,11,24,.458,10,15,.667,105
13903,2013-12-27,NYK,,TOR,L 83-95,240,30,79,.380,20,60,.333,10,19,.526,13,21,.619,83
13904,2013-12-27,TOR,@,NYK,W 95-83,240,31,73,.425,21,45,.467,10,28,.357,23,33,.697,95
13905,2013-12-27,DET,@,ORL,L 92-109,240,39,95,.411,34,77,.442,5,18,.278,9,18,.500,92
13906,2013-12-27,ORL,,DET,W 109-92,240,45,85,.529,41,71,.577,4,14,.286,15,23,.652,109
13907,2013-12-27,MIA,@,SAC,L 103-108 (OT),265,38,86,.442,27,54,.500,11,32,.344,16,21,.762,103
13908,2013-12-27,SAC,,MIA,W 108-103 (OT),265,41,83,.494,36,63,.571,5,20,.250,21,25,.840,108
13909,2013-12-27,LAL,@,UTA,L 103-105,240,40,80,.500,33,57,.579,7,23,.304,16,23,.696,103
13910,2013-12-27,UTA,,LAL,W 105-103,240,40,88,.455,31,65,.477,9,23,.391,16,20,.800,105
13911,2013-12-26,ATL,@,CLE,W 127-125 (2OT),290,51,103,.495,40,69,.580,11,34,.324,14,19,.737,127
13912,2013-12-26,CLE,,ATL,L 125-127 (2OT),290,49,94,.521,41,73,.562,8,21,.381,19,26,.731,125
13913,2013-12-26,DAL,,SAS,L 107-116,240,39,85,.459,34,68,.500,5,17,.294,24,31,.774,107
13914,2013-12-26,SAS,@,DAL,W 116-107,240,37,75,.493,30,59,.508,7,16,.438,35,42,.833,116
13915,2013-12-26,HOU,,MEM,W 100-92,240,31,71,.437,26,47,.553,5,24,.208,33,40,.825,100
13916,2013-12-26,MEM,@,HOU,L 92-100,240,38,93,.409,33,75,.440,5,18,.278,11,20,.550,92
13917,2013-12-26,LAC,@,POR,L 112-116 (OT),265,49,110,.445,41,90,.456,8,20,.400,6,12,.500,112
13918,2013-12-26,POR,,LAC,W 116-112 (OT),265,42,96,.438,29,60,.483,13,36,.361,19,22,.864,116
13919,2013-12-25,BRK,,CHI,L 78-95,240,25,71,.352,20,54,.370,5,17,.294,23,31,.742,78
13920,2013-12-25,CHI,@,BRK,W 95-78,240,36,74,.486,31,57,.544,5,17,.294,18,20,.900,95
13921,2013-12-25,GSW,,LAC,W 105-103,240,40,95,.421,30,71,.423,10,24,.417,15,22,.682,105
13922,2013-12-25,LAC,@,GSW,L 103-105,240,40,81,.494,36,63,.571,4,18,.222,19,23,.826,103
13923,2013-12-25,LAL,,MIA,L 95-101,240,33,79,.418,19,43,.442,14,36,.389,15,26,.577,95
13924,2013-12-25,MIA,@,LAL,W 101-95,240,41,80,.513,32,53,.604,9,27,.333,10,17,.588,101
13925,2013-12-25,NYK,,OKC,L 94-123,240,38,90,.422,32,67,.478,6,23,.261,12,19,.632,94
13926,2013-12-25,OKC,@,NYK,W 123-94,240,45,84,.536,32,60,.533,13,24,.542,20,26,.769,123
13927,2013-12-25,HOU,@,SAS,W 111-98,240,45,86,.523,33,62,.532,12,24,.500,9,18,.500,111
13928,2013-12-25,SAS,,HOU,L 98-111,240,37,91,.407,32,71,.451,5,20,.250,19,23,.826,98
13929,2013-12-23,BRK,,IND,L 86-103,240,29,76,.382,23,50,.460,6,26,.231,22,25,.880,86
13930,2013-12-23,IND,@,BRK,W 103-86,240,38,83,.458,29,55,.527,9,28,.321,18,19,.947,103
13931,2013-12-23,CHA,,MIL,W 111-110 (OT),265,43,99,.434,33,82,.402,10,17,.588,15,20,.750,111
13932,2013-12-23,MIL,@,CHA,L 110-111 (OT),265,42,97,.433,32,69,.464,10,28,.357,16,17,.941,110
13933,2013-12-23,CLE,,DET,L 92-115,240,34,88,.386,26,60,.433,8,28,.286,16,24,.667,92
13934,2013-12-23,DET,@,CLE,W 115-92,240,46,96,.479,36,72,.500,10,24,.417,13,18,.722,115
13935,2013-12-23,DEN,,GSW,L 81-89,240,31,81,.383,28,68,.412,3,13,.231,16,21,.762,81
13936,2013-12-23,GSW,@,DEN,W 89-81,240,36,84,.429,29,68,.426,7,16,.438,10,18,.556,89
13937,2013-12-23,DAL,@,HOU,W 111-104,240,40,79,.506,29,57,.509,11,22,.500,20,23,.870,111
13938,2013-12-23,HOU,,DAL,L 104-111,240,38,70,.543,31,51,.608,7,19,.368,21,29,.724,104
13939,2013-12-23,MEM,,UTA,W 104-94,240,39,83,.470,28,63,.444,11,20,.550,15,20,.750,104
13940,2013-12-23,UTA,@,MEM,L 94-104,240,35,75,.467,24,51,.471,11,24,.458,13,15,.867,94
13941,2013-12-23,ATL,@,MIA,L 119-121 (OT),265,44,91,.484,27,57,.474,17,34,.500,14,19,.737,119
13942,2013-12-23,MIA,,ATL,W 121-119 (OT),265,46,91,.505,36,62,.581,10,29,.345,19,29,.655,121
13943,2013-12-23,NYK,@,ORL,W 103-98,240,39,86,.453,29,65,.446,10,21,.476,15,19,.789,103
13944,2013-12-23,ORL,,NYK,L 98-103,240,37,89,.416,29,64,.453,8,25,.320,16,22,.727,98
13945,2013-12-23,LAL,@,PHO,L 90-117,240,30,81,.370,24,61,.393,6,20,.300,24,37,.649,90
13946,2013-12-23,PHO,,LAL,W 117-90,240,42,90,.467,28,58,.483,14,32,.438,19,25,.760,117
13947,2013-12-23,NOP,@,SAC,W 113-100,240,41,83,.494,33,66,.500,8,17,.471,23,27,.852,113
13948,2013-12-23,SAC,,NOP,L 100-113,240,31,74,.419,24,57,.421,7,17,.412,31,42,.738,100
13949,2013-12-23,SAS,,TOR,W 112-99,240,41,91,.451,32,68,.471,9,23,.391,21,27,.778,112
13950,2013-12-23,TOR,@,SAS,L 99-112,240,37,81,.457,30,60,.500,7,21,.333,18,25,.720,99
13951,2013-12-22,BOS,@,IND,L 79-106,240,32,84,.381,26,70,.371,6,14,.429,9,13,.692,79
13952,2013-12-22,IND,,BOS,W 106-79,240,41,83,.494,32,64,.500,9,19,.474,15,22,.682,106
13953,2013-12-22,LAC,,MIN,W 120-116 (OT),265,46,97,.474,39,68,.574,7,29,.241,21,27,.778,120
13954,2013-12-22,MIN,@,LAC,L 116-120 (OT),265,45,96,.469,39,74,.527,6,22,.273,20,27,.741,116
13955,2013-12-22,OKC,,TOR,L 98-104,240,28,76,.368,21,53,.396,7,23,.304,35,36,.972,98
13956,2013-12-22,TOR,@,OKC,W 104-98,240,36,91,.396,28,71,.394,8,20,.400,24,29,.828,104
13957,2013-12-21,BOS,,WAS,L 99-106,240,42,87,.483,38,67,.567,4,20,.200,11,18,.611,99
13958,2013-12-21,WAS,@,BOS,W 106-99,240,41,87,.471,33,66,.500,8,21,.381,16,22,.727,106
13959,2013-12-21,CHA,,UTA,L 85-88,240,36,83,.434,34,71,.479,2,12,.167,11,16,.688,85
13960,2013-12-21,UTA,@,CHA,W 88-85,240,32,83,.386,22,62,.355,10,21,.476,14,18,.778,88
13961,2013-12-21,CHI,,CLE,W 100-84,240,37,69,.536,27,54,.500,10,15,.667,16,24,.667,100
13962,2013-12-21,CLE,@,CHI,L 84-100,240,36,90,.400,32,72,.444,4,18,.222,8,9,.889,84
13963,2013-12-21,DET,,HOU,L 97-114,240,40,89,.449,39,77,.506,1,12,.083,16,26,.615,97
13964,2013-12-21,HOU,@,DET,W 114-97,240,44,79,.557,35,56,.625,9,23,.391,17,23,.739,114
13965,2013-12-21,GSW,,LAL,W 102-83,240,38,98,.388,26,67,.388,12,31,.387,14,19,.737,102
13966,2013-12-21,LAL,@,GSW,L 83-102,240,26,80,.325,22,60,.367,4,20,.200,27,33,.818,83
13967,2013-12-21,DEN,@,LAC,L 91-112,240,31,88,.352,25,58,.431,6,30,.200,23,29,.793,91
13968,2013-12-21,LAC,,DEN,W 112-91,240,39,86,.453,26,53,.491,13,33,.394,21,31,.677,112
13969,2013-12-21,MIL,,PHI,W 116-106,240,43,82,.524,36,57,.632,7,25,.280,23,25,.920,116
13970,2013-12-21,PHI,@,MIL,L 106-116,240,38,93,.409,28,70,.400,10,23,.435,20,22,.909,106
13971,2013-12-21,MEM,@,NYK,W 95-87,240,39,82,.476,38,73,.521,1,9,.111,16,19,.842,95
13972,2013-12-21,NYK,,MEM,L 87-95,240,33,79,.418,27,57,.474,6,22,.273,15,23,.652,87
13973,2013-12-21,ORL,,SAC,L 100-105,240,39,82,.476,31,62,.500,8,20,.400,14,23,.609,100
13974,2013-12-21,SAC,@,ORL,W 105-100,240,39,79,.494,27,56,.482,12,23,.522,15,23,.652,105
13975,2013-12-21,DAL,@,PHO,L 108-123,240,44,91,.484,41,74,.554,3,17,.176,17,23,.739,108
13976,2013-12-21,PHO,,DAL,W 123-108,240,44,86,.512,29,56,.518,15,30,.500,20,22,.909,123
13977,2013-12-21,NOP,@,POR,L 107-110,240,44,94,.468,38,77,.494,6,17,.353,13,19,.684,107
13978,2013-12-21,POR,,NOP,W 110-107,240,43,98,.439,35,69,.507,8,29,.276,16,18,.889,110
13979,2013-12-21,OKC,@,SAS,W 113-100,240,43,88,.489,31,61,.508,12,27,.444,15,18,.833,113
13980,2013-12-21,SAS,,OKC,L 100-113,240,35,82,.427,26,63,.413,9,19,.474,21,26,.808,100
13981,2013-12-20,ATL,,UTA,W 118-85,240,45,86,.523,35,60,.583,10,26,.385,18,24,.750,118
13982,2013-12-20,UTA,@,ATL,L 85-118,240,35,94,.372,32,76,.421,3,18,.167,12,15,.800,85
13983,2013-12-20,CLE,,MIL,W 114-111 (OT),265,39,100,.390,28,72,.389,11,28,.393,25,27,.926,114
13984,2013-12-20,MIL,@,CLE,L 111-114 (OT),265,40,100,.400,30,71,.423,10,29,.345,21,25,.840,111
13985,2013-12-20,DAL,,TOR,L 108-109 (OT),265,46,91,.505,36,70,.514,10,21,.476,6,10,.600,108
13986,2013-12-20,TOR,@,DAL,W 109-108 (OT),265,42,91,.462,31,70,.443,11,21,.524,14,18,.778,109
13987,2013-12-20,DEN,,PHO,L 99-103,240,35,85,.412,31,68,.456,4,17,.235,25,29,.862,99
13988,2013-12-20,PHO,@,DEN,W 103-99,240,35,88,.398,23,54,.426,12,34,.353,21,31,.677,103
13989,2013-12-20,CHA,@,DET,W 116-106,240,44,84,.524,41,74,.554,3,10,.300,25,28,.893,116
13990,2013-12-20,DET,,CHA,L 106-116,240,42,90,.467,30,67,.448,12,23,.522,10,17,.588,106
13991,2013-12-20,HOU,@,IND,L 81-114,240,32,84,.381,28,62,.452,4,22,.182,13,24,.542,81
13992,2013-12-20,IND,,HOU,W 114-81,240,43,81,.531,31,55,.564,12,26,.462,16,22,.727,114
13993,2013-12-20,LAL,,MIN,W 104-91,240,42,78,.538,35,59,.593,7,19,.368,13,15,.867,104
13994,2013-12-20,MIN,@,LAL,L 91-104,240,33,95,.347,28,73,.384,5,22,.227,20,25,.800,91
13995,2013-12-20,MIA,,SAC,W 122-103,240,51,83,.614,41,60,.683,10,23,.435,10,14,.714,122
13996,2013-12-20,SAC,@,MIA,L 103-122,240,43,74,.581,36,52,.692,7,22,.318,10,24,.417,103
13997,2013-12-20,BRK,@,PHI,L 120-121 (OT),265,42,85,.494,27,52,.519,15,33,.455,21,30,.700,120
13998,2013-12-20,PHI,,BRK,W 121-120 (OT),265,51,100,.510,42,71,.592,9,29,.310,10,15,.667,121
13999,2013-12-19,GSW,,SAS,L 102-104,240,42,90,.467,34,59,.576,8,31,.258,10,11,.909,102
14000,2013-12-19,SAS,@,GSW,W 104-102,240,40,89,.449,29,62,.468,11,27,.407,13,19,.684,104
14001,2013-12-19,CHI,@,OKC,L 95-107,240,29,77,.377,21,48,.438,8,29,.276,29,39,.744,95
14002,2013-12-19,OKC,,CHI,W 107-95,240,43,84,.512,34,69,.493,9,15,.600,12,14,.857,107
14003,2013-12-18,ATL,,SAC,W 124-107,240,47,81,.580,32,56,.571,15,25,.600,15,18,.833,124
14004,2013-12-18,SAC,@,ATL,L 107-124,240,40,84,.476,34,69,.493,6,15,.400,21,25,.840,107
14005,2013-12-18,BOS,,DET,L 106-107,240,40,81,.494,34,63,.540,6,18,.333,20,22,.909,106
14006,2013-12-18,DET,@,BOS,W 107-106,240,41,88,.466,31,61,.508,10,27,.370,15,20,.750,107
14007,2013-12-18,BRK,,WAS,L 107-113,240,39,74,.527,30,53,.566,9,21,.429,20,24,.833,107
14008,2013-12-18,WAS,@,BRK,W 113-107,240,38,88,.432,26,68,.382,12,20,.600,25,30,.833,113
14009,2013-12-18,DAL,,MEM,W 105-91,240,40,73,.548,35,58,.603,5,15,.333,20,23,.870,105
14010,2013-12-18,MEM,@,DAL,L 91-105,240,37,93,.398,29,75,.387,8,18,.444,9,14,.643,91
14011,2013-12-18,CHI,@,HOU,L 94-109,240,38,79,.481,33,67,.493,5,12,.417,13,23,.565,94
14012,2013-12-18,HOU,,CHI,W 109-94,240,44,82,.537,36,60,.600,8,22,.364,13,16,.813,109
14013,2013-12-18,LAC,,NOP,W 108-95,240,33,78,.423,22,49,.449,11,29,.379,31,36,.861,108
14014,2013-12-18,NOP,@,LAC,L 95-108,240,37,93,.398,30,73,.411,7,20,.350,14,20,.700,95
14015,2013-12-18,IND,@,MIA,L 94-97,240,32,73,.438,27,59,.458,5,14,.357,25,28,.893,94
14016,2013-12-18,MIA,,IND,W 97-94,240,37,77,.481,32,56,.571,5,21,.238,18,22,.818,97
14017,2013-12-18,MIL,,NYK,L 101-107 (2OT),290,34,82,.415,26,60,.433,8,22,.364,25,35,.714,101
14018,2013-12-18,NYK,@,MIL,W 107-101 (2OT),290,38,101,.376,21,60,.350,17,41,.415,14,19,.737,107
14019,2013-12-18,MIN,,POR,W 120-109,240,46,93,.495,39,74,.527,7,19,.368,21,26,.808,120
14020,2013-12-18,POR,@,MIN,L 109-120,240,40,94,.426,26,54,.481,14,40,.350,15,19,.789,109
14021,2013-12-18,ORL,,UTA,L 82-86,240,28,86,.326,21,71,.296,7,15,.467,19,20,.950,82
14022,2013-12-18,UTA,@,ORL,W 86-82,240,33,82,.402,25,61,.410,8,21,.381,12,15,.800,86
14023,2013-12-18,PHO,,SAS,L 101-108,240,38,82,.463,31,67,.463,7,15,.467,18,24,.750,101
14024,2013-12-18,SAS,@,PHO,W 108-101,240,41,87,.471,34,69,.493,7,18,.389,19,24,.792,108
14025,2013-12-18,CHA,@,TOR,W 104-102 (OT),265,37,81,.457,29,66,.439,8,15,.533,22,34,.647,104
14026,2013-12-18,TOR,,CHA,L 102-104 (OT),265,41,96,.427,35,70,.500,6,26,.231,14,20,.700,102
14027,2013-12-17,CHA,,SAC,W 95-87,240,35,78,.449,27,61,.443,8,17,.471,17,24,.708,95
14028,2013-12-17,SAC,@,CHA,L 87-95,240,30,80,.375,26,65,.400,4,15,.267,23,28,.821,87
14029,2013-12-17,CLE,,POR,L 116-119,240,48,102,.471,39,85,.459,9,17,.529,11,16,.688,116
14030,2013-12-17,POR,@,CLE,W 119-116,240,41,92,.446,26,59,.441,15,33,.455,22,25,.880,119
14031,2013-12-17,DEN,,OKC,L 93-105,240,36,87,.414,31,68,.456,5,19,.263,16,22,.727,93
14032,2013-12-17,OKC,@,DEN,W 105-93,240,43,88,.489,38,66,.576,5,22,.227,14,20,.700,105
14033,2013-12-17,GSW,,NOP,W 104-93,240,41,91,.451,36,71,.507,5,20,.250,17,24,.708,104
14034,2013-12-17,NOP,@,GSW,L 93-104,240,33,88,.375,28,70,.400,5,18,.278,22,30,.733,93
14035,2013-12-17,LAL,@,MEM,W 96-92,240,37,75,.493,30,53,.566,7,22,.318,15,19,.789,96
14036,2013-12-17,MEM,,LAL,L 92-96,240,37,91,.407,32,75,.427,5,16,.313,13,17,.765,92
14037,2013-12-16,ATL,,LAL,W 114-100,240,45,92,.489,34,65,.523,11,27,.407,13,15,.867,114
14038,2013-12-16,LAL,@,ATL,L 100-114,240,39,82,.476,34,61,.557,5,21,.238,17,21,.810,100
14039,2013-12-16,BOS,,MIN,W 101-97,240,38,86,.442,31,65,.477,7,21,.333,18,23,.783,101
14040,2013-12-16,MIN,@,BOS,L 97-101,240,37,98,.378,29,69,.420,8,29,.276,15,26,.577,97
14041,2013-12-16,BRK,,PHI,W 130-94,240,47,78,.603,26,43,.605,21,35,.600,15,26,.577,130
14042,2013-12-16,PHI,@,BRK,L 94-130,240,37,90,.411,29,60,.483,8,30,.267,12,20,.600,94
14043,2013-12-16,CHI,,ORL,L 82-83,240,28,81,.346,23,63,.365,5,18,.278,21,26,.808,82
14044,2013-12-16,ORL,@,CHI,W 83-82,240,33,83,.398,28,71,.394,5,12,.417,12,16,.750,83
14045,2013-12-16,DET,@,IND,W 101-96,240,38,88,.432,31,68,.456,7,20,.350,18,28,.643,101
14046,2013-12-16,IND,,DET,L 96-101,240,35,81,.432,29,64,.453,6,17,.353,20,27,.741,96
14047,2013-12-16,LAC,,SAS,W 115-92,240,39,76,.513,28,53,.528,11,23,.478,26,35,.743,115
14048,2013-12-16,SAS,@,LAC,L 92-115,240,37,76,.487,31,58,.534,6,18,.333,12,21,.571,92
14049,2013-12-16,MIA,,UTA,W 117-94,240,45,71,.634,39,56,.696,6,15,.400,21,26,.808,117
14050,2013-12-16,UTA,@,MIA,L 94-117,240,39,84,.464,34,66,.515,5,18,.278,11,17,.647,94
14051,2013-12-16,NYK,,WAS,L 101-102,240,33,79,.418,22,49,.449,11,30,.367,24,31,.774,101
14052,2013-12-16,WAS,@,NYK,W 102-101,240,39,72,.542,28,54,.519,11,18,.611,13,17,.765,102
14053,2013-12-15,DEN,,NOP,W 102-93,240,37,85,.435,30,61,.492,7,24,.292,21,28,.750,102
14054,2013-12-15,NOP,@,DEN,L 93-102,240,37,85,.435,30,61,.492,7,24,.292,12,19,.632,93
14055,2013-12-15,DET,,POR,L 109-111 (OT),265,44,94,.468,41,79,.519,3,15,.200,18,27,.667,109
14056,2013-12-15,POR,@,DET,W 111-109 (OT),265,41,99,.414,34,73,.466,7,26,.269,22,26,.846,111
14057,2013-12-15,MEM,,MIN,L 93-101,240,37,83,.446,32,68,.471,5,15,.333,14,20,.700,93
14058,2013-12-15,MIN,@,MEM,W 101-93,240,35,79,.443,23,53,.434,12,26,.462,19,25,.760,101
14059,2013-12-15,OKC,,ORL,W 101-98,240,39,87,.448,34,68,.500,5,19,.263,18,20,.900,101
14060,2013-12-15,ORL,@,OKC,L 98-101,240,37,82,.451,30,58,.517,7,24,.292,17,26,.654,98
14061,2013-12-15,GSW,@,PHO,L 102-106,240,34,80,.425,23,58,.397,11,22,.500,23,33,.697,102
14062,2013-12-15,PHO,,GSW,W 106-102,240,35,79,.443,22,52,.423,13,27,.481,23,34,.676,106
14063,2013-12-15,HOU,@,SAC,L 91-106,240,31,75,.413,24,48,.500,7,27,.259,22,38,.579,91
14064,2013-12-15,SAC,,HOU,W 106-91,240,39,81,.481,36,68,.529,3,13,.231,25,30,.833,106
14065,2013-12-14,CHA,,LAL,L 85-88,240,39,89,.438,37,76,.487,2,13,.154,5,8,.625,85
14066,2013-12-14,LAL,@,CHA,W 88-85,240,30,77,.390,23,57,.404,7,20,.350,21,23,.913,88
14067,2013-12-14,CHI,,TOR,L 77-99,240,31,86,.360,25,68,.368,6,18,.333,9,12,.750,77
14068,2013-12-14,TOR,@,CHI,W 99-77,240,40,83,.482,35,68,.515,5,15,.333,14,18,.778,99
14069,2013-12-14,DAL,,MIL,W 106-93,240,42,88,.477,32,64,.500,10,24,.417,12,18,.667,106
14070,2013-12-14,MIL,@,DAL,L 93-106,240,36,81,.444,31,64,.484,5,17,.294,16,19,.842,93
